person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_income_ratio
22.0,26400.0,RENT,1.0,EDUCATION,C,3500,15.27,0,0.13,N,3,0.13257073595697133
21.0,26400.0,RENT,6.0,DEBTCONSOLIDATION,A,3500,8.49,1,0.13,N,3,0.13257073595697133
22.0,36000.0,MORTGAGE,0.0,EDUCATION,C,11625,13.49,0,0.32,N,2,0.3229076970084164
25.0,27600.0,RENT,4.0,VENTURE,B,3500,10.99,0,0.13,N,4,0.126806999746386
23.0,36000.0,MORTGAGE,7.0,EDUCATION,B,11300,12.69,0,0.31,N,2,0.3138801699952779
21.0,30000.0,RENT,5.0,PERSONAL,A,3500,7.9,0,0.12,N,2,0.11666277790740309
24.0,30000.0,RENT,0.0,MEDICAL,A,3500,5.99,0,0.12,N,2,0.11666277790740309
22.0,30000.0,RENT,3.0,VENTURE,C,3500,14.22,1,0.12,N,4,0.11666277790740309
22.0,30000.0,RENT,3.0,MEDICAL,C,3500,13.92,0,0.12,N,4,0.11666277790740309
22.0,36000.0,MORTGAGE,6.0,PERSONAL,A,18500,7.9,0,0.51,N,4,0.513874614594039
25.0,31200.0,RENT,7.0,MEDICAL,A,3500,6.92,0,0.11,N,3,0.1121758917983398
24.0,36000.0,MORTGAGE,2.0,VENTURE,B,5200,9.91,0,0.14,N,3,0.14444043221021638
21.0,33000.0,RENT,0.0,MEDICAL,B,3500,11.71,0,0.11,N,4,0.10605739220023636
26.0,33000.0,RENT,1.0,VENTURE,B,3500,10.25,0,0.11,N,2,0.10605739220023636
22.0,34000.0,RENT,0.0,DEBTCONSOLIDATION,C,3500,14.27,0,0.1,Y,3,0.10293814887797417
22.0,36000.0,MORTGAGE,4.0,MEDICAL,B,12000,11.71,0,0.33,N,2,0.3333240743312686
25.0,36000.0,MORTGAGE,1.0,MEDICAL,A,5100,8.9,0,0.14,N,4,0.14166273159078915
26.0,34200.0,RENT,1.0,MEDICAL,C,3500,12.84,0,0.1,N,4,0.10233618900032163
24.0,35000.0,RENT,7.0,EDUCATION,A,3500,6.99,0,0.1,N,2,0.09999714293877318
21.0,35000.0,RENT,0.0,MEDICAL,B,3500,9.62,0,0.1,N,2,0.09999714293877318
24.0,36000.0,MORTGAGE,5.0,VENTURE,A,5600,7.9,0,0.16,N,2,0.15555123468792534
25.0,35000.0,RENT,6.0,PERSONAL,B,3500,11.58,0,0.1,N,3,0.09999714293877318
21.0,35000.0,RENT,3.0,DEBTCONSOLIDATION,C,3500,12.53,0,0.1,Y,4,0.09999714293877318
21.0,35100.0,RENT,1.0,EDUCATION,A,3500,5.79,0,0.1,N,2,0.09971225891000256
23.0,35500.0,RENT,5.0,EDUCATION,B,3500,10.99,0,0.1,N,3,0.09858877214726346
25.0,36000.0,RENT,3.0,VENTURE,A,3500,6.62,0,0.1,N,3,0.09721952167995333
21.0,36000.0,MORTGAGE,5.0,MEDICAL,B,1000,12.42,0,0.03,N,2,0.027777006194272383
23.0,30000.0,RENT,4.0,MEDICAL,B,3500,11.49,1,0.12,N,2,0.11666277790740309
21.0,38000.0,RENT,5.0,VENTURE,B,3500,10.59,0,0.09,N,3,0.09210283939896319
26.0,36000.0,MORTGAGE,6.0,PERSONAL,A,5175,6.03,0,0.14,N,4,0.1437460070553596
22.0,38400.0,RENT,4.0,EDUCATION,C,3500,13.99,0,0.09,N,3,0.09114345980573423
22.0,39000.0,RENT,6.0,MEDICAL,B,3500,9.91,0,0.09,N,4,0.08974128868490551
22.0,39336.0,RENT,6.0,VENTURE,A,3500,5.42,0,0.09,N,2,0.08897475659048733
24.0,40000.0,RENT,3.0,EDUCATION,A,3500,7.9,0,0.09,N,4,0.08749781255468614
23.0,40000.0,RENT,2.0,VENTURE,B,3500,11.99,0,0.09,N,4,0.08749781255468614
23.0,40000.0,RENT,4.0,PERSONAL,C,3500,13.23,0,0.09,Y,2,0.08749781255468614
24.0,36000.0,MORTGAGE,8.0,PERSONAL,D,3600,16.77,0,0.1,Y,2,0.09999722229938057
26.0,30000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000,6.62,1,0.27,N,4,0.2666577780740642
21.0,41000.0,RENT,4.0,EDUCATION,B,3500,10.75,0,0.09,N,3,0.08536377161532646
24.0,36000.0,OWN,5.0,PERSONAL,B,8000,10.65,0,0.22,N,2,0.22221604955417906
25.0,42000.0,RENT,0.0,VENTURE,A,3500,5.42,0,0.08,N,4,0.0833313492535892
23.0,30000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,B,4800,10.65,1,0.16,N,3,0.15999466684443853
26.0,42000.0,RENT,3.0,PERSONAL,B,3500,10.74,0,0.08,N,4,0.0833313492535892
21.0,42000.0,RENT,5.0,DEBTCONSOLIDATION,B,3500,10.37,0,0.08,N,4,0.0833313492535892
22.0,36000.0,MORTGAGE,4.0,MEDICAL,A,7275,6.03,0,0.2,N,3,0.20207772006333158
24.0,36000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,A,14775,6.62,0,0.41,N,4,0.41040526652037446
26.0,42500.0,RENT,2.0,EDUCATION,C,3500,12.61,0,0.08,Y,4,0.08235100350579987
21.0,42500.0,RENT,0.0,EDUCATION,B,3500,11.86,0,0.08,N,4,0.08235100350579987
22.0,36000.0,MORTGAGE,6.0,MEDICAL,B,1000,9.99,0,0.03,N,3,0.027777006194272383
24.0,44000.0,RENT,3.0,EDUCATION,B,3500,12.69,0,0.08,N,2,0.07954364673530147
23.0,45000.0,RENT,3.0,EDUCATION,B,3500,10.59,0,0.08,N,4,0.07777604942112397
23.0,39000.0,RENT,3.0,EDUCATION,B,3500,11.86,1,0.09,N,4,0.08974128868490551
22.0,45000.0,RENT,0.0,MEDICAL,B,3500,12.53,0,0.08,N,3,0.07777604942112397
25.0,30000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,5.99,1,0.4,N,4,0.3999866671110963
25.0,47000.0,RENT,6.0,MEDICAL,B,3500,9.99,0,0.07,N,3,0.0744665007127508
25.0,36000.0,OWN,2.0,MEDICAL,A,8400,5.99,0,0.23,N,3,0.233326852031888
24.0,30000.0,MORTGAGE,4.0,MEDICAL,D,10000,15.99,1,0.33,Y,2,0.33332222259258026
25.0,36000.0,MORTGAGE,0.0,MEDICAL,A,5600,7.49,0,0.16,N,4,0.15555123468792534
26.0,36000.0,MORTGAGE,2.0,PERSONAL,A,7000,7.49,0,0.19,N,2,0.19443904335990667
23.0,47496.0,RENT,7.0,DEBTCONSOLIDATION,B,3500,12.69,0,0.07,N,3,0.07368886455986694
23.0,48000.0,RENT,7.0,DEBTCONSOLIDATION,C,3500,13.98,0,0.07,N,4,0.07291514760109165
25.0,48000.0,RENT,8.0,DEBTCONSOLIDATION,C,3500,13.16,0,0.07,N,3,0.07291514760109165
23.0,36000.0,MORTGAGE,7.0,EDUCATION,B,2000,11.49,0,0.06,N,2,0.055554012388544766
23.0,48562.0,RENT,4.0,VENTURE,A,3500,8.0,0,0.07,N,2,0.07207133002491609
22.0,50250.0,RENT,6.0,VENTURE,A,3500,7.14,0,0.07,N,4,0.06965035521681161
22.0,51996.0,RENT,4.0,PERSONAL,B,3500,9.62,0,0.07,N,2,0.06731157566782699
24.0,45996.0,RENT,9.0,PERSONAL,B,3500,12.21,1,0.08,N,2,0.07609191903819815
24.0,52000.0,RENT,4.0,DEBTCONSOLIDATION,A,3500,7.68,0,0.07,N,2,0.0673063979538855
23.0,52692.0,RENT,4.0,EDUCATION,C,3500,12.23,0,0.07,Y,4,0.06642248496005163
23.0,36000.0,MORTGAGE,6.0,PERSONAL,C,14000,12.99,0,0.39,Y,3,0.38887808671981333
25.0,54084.0,RENT,5.0,HOMEIMPROVEMENT,B,3500,9.25,0,0.06,N,2,0.06471295183507442
21.0,36000.0,MORTGAGE,5.0,PERSONAL,A,2800,6.99,0,0.08,N,2,0.07777561734396267
21.0,30000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,C,13250,13.99,1,0.44,N,3,0.44165194493516885
24.0,55000.0,RENT,0.0,DEBTCONSOLIDATION,B,3500,8.88,0,0.06,N,4,0.06363520663260668
22.0,55000.0,RENT,7.0,MEDICAL,B,3500,9.99,0,0.06,N,3,0.06363520663260668
22.0,57000.0,RENT,1.0,EDUCATION,C,3500,12.61,0,0.06,Y,2,0.06140243153628884
26.0,51000.0,RENT,3.0,DEBTCONSOLIDATION,D,3500,13.24,1,0.07,Y,4,0.06862610537048293
26.0,58000.0,RENT,0.0,HOMEIMPROVEMENT,A,3500,8.59,0,0.06,N,2,0.06034378717608317
24.0,59000.0,RENT,5.0,MEDICAL,A,3500,8.9,0,0.06,N,3,0.05932102845714479
22.0,60000.0,RENT,5.0,VENTURE,A,3500,5.42,0,0.06,N,2,0.05833236112731455
22.0,36000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5975,7.42,0,0.17,N,4,0.16596761201077748
24.0,60000.0,RENT,5.0,EDUCATION,B,3500,11.86,0,0.06,N,4,0.05833236112731455
24.0,36000.0,OWN,4.0,EDUCATION,A,6500,5.42,0,0.18,N,2,0.18055054026277048
23.0,36000.0,MORTGAGE,7.0,PERSONAL,A,7200,5.42,0,0.2,N,2,0.19999444459876115
21.0,36000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4000,5.99,0,0.11,N,4,0.11110802477708953
25.0,36000.0,MORTGAGE,3.0,MEDICAL,A,5300,7.49,0,0.15,N,3,0.14721813282964363
25.0,56400.0,RENT,2.0,DEBTCONSOLIDATION,D,3500,15.62,1,0.06,N,4,0.06205563731139519
23.0,63816.0,RENT,4.0,EDUCATION,B,3500,9.63,0,0.05,N,3,0.054844320478869266
24.0,65000.0,RENT,3.0,EDUCATION,A,3500,7.74,0,0.05,N,3,0.05384532545653144
25.0,59000.0,RENT,3.0,MEDICAL,D,3500,15.65,1,0.06,N,2,0.05932102845714479
23.0,36000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,6400,11.49,0,0.18,N,3,0.17777283964334323
23.0,30000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6725,6.99,1,0.22,N,3,0.22415919469351023
23.0,36000.0,MORTGAGE,4.0,PERSONAL,C,5000,14.79,0,0.14,N,2,0.1388850309713619
24.0,36000.0,MORTGAGE,8.0,PERSONAL,C,3500,13.06,0,0.1,Y,3,0.09721952167995333
23.0,70000.0,RENT,1.0,EDUCATION,A,3500,5.42,0,0.05,N,3,0.04999928572448965
23.0,64000.0,RENT,7.0,DEBTCONSOLIDATION,C,3500,14.72,1,0.05,Y,2,0.05468664552116373
23.0,74000.0,RENT,1.0,EDUCATION,C,3500,12.87,0,0.05,Y,3,0.0472966581532682
26.0,68004.0,RENT,10.0,DEBTCONSOLIDATION,D,3500,15.28,1,0.05,Y,3,0.0514668039114771
24.0,74400.0,RENT,1.0,EDUCATION,A,3500,7.29,0,0.05,N,4,0.04704237846265507
23.0,74880.0,RENT,3.0,EDUCATION,B,3500,11.11,0,0.05,N,4,0.04674082878166691
22.0,75000.0,RENT,3.0,EDUCATION,A,3500,7.29,0,0.05,N,2,0.04666604445274063
25.0,77000.0,RENT,2.0,DEBTCONSOLIDATION,A,3500,7.9,0,0.05,N,4,0.045453955143439695
23.0,78000.0,RENT,1.0,VENTURE,B,3500,9.96,0,0.04,N,4,0.04487121959974872
23.0,81000.0,RENT,5.0,EDUCATION,B,3500,10.75,0,0.04,N,3,0.043209343094529694
24.0,78000.0,RENT,1.0,DEBTCONSOLIDATION,B,3500,11.83,1,0.04,N,3,0.04487121959974872
24.0,36000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,7000,11.11,0,0.19,N,4,0.19443904335990667
21.0,36000.0,MORTGAGE,1.0,MEDICAL,A,4000,5.42,0,0.11,N,3,0.11110802477708953
23.0,94000.0,RENT,7.0,MEDICAL,B,3500,11.49,0,0.04,N,3,0.037233646450569674
23.0,98000.0,RENT,5.0,DEBTCONSOLIDATION,A,3500,8.07,0,0.04,N,3,0.035713921286517486
21.0,110000.0,RENT,0.0,EDUCATION,C,3500,13.99,0,0.03,Y,3,0.03181789256461305
23.0,26000.0,RENT,2.0,MEDICAL,A,3525,6.62,0,0.14,N,4,0.1355717087804315
22.0,36000.0,MORTGAGE,6.0,EDUCATION,A,12000,7.29,0,0.33,N,3,0.3333240743312686
24.0,36000.0,RENT,5.0,VENTURE,D,3525,14.59,0,0.1,Y,3,0.09791394683481014
22.0,10800.0,RENT,4.0,VENTURE,C,3600,12.23,1,0.33,Y,3,0.33330247199333396
21.0,36000.0,OWN,4.0,EDUCATION,A,11000,5.42,0,0.31,N,3,0.30554706813699617
25.0,12000.0,RENT,4.0,DEBTCONSOLIDATION,B,3600,9.62,1,0.3,N,2,0.29997500208315975
21.0,12120.0,RENT,0.0,DEBTCONSOLIDATION,A,3600,8.32,1,0.3,N,2,0.29700519759095784
22.0,36000.0,OWN,6.0,EDUCATION,B,7500,9.63,0,0.21,N,2,0.20832754645704285
26.0,36000.0,MORTGAGE,10.0,VENTURE,A,9000,5.42,0,0.25,N,4,0.24999305574845143
21.0,15000.0,RENT,0.0,PERSONAL,D,3600,15.95,1,0.24,N,2,0.23998400106659556
23.0,36000.0,MORTGAGE,2.0,VENTURE,B,12000,10.74,0,0.33,N,4,0.3333240743312686
22.0,18000.0,RENT,0.0,HOMEIMPROVEMENT,A,3600,6.91,1,0.2,N,3,0.19998888950613855
22.0,18700.0,RENT,3.0,EDUCATION,A,3600,8.9,1,0.19,N,4,0.1925030747018876
24.0,20000.0,RENT,3.0,MEDICAL,B,3600,11.71,0,0.18,N,4,0.1799910004499775
25.0,21600.0,RENT,3.0,PERSONAL,B,3600,10.99,0,0.17,N,4,0.16665895097449193
24.0,24000.0,RENT,1.0,DEBTCONSOLIDATION,A,3600,6.62,1,0.15,N,4,0.14999375026040582
23.0,36000.0,MORTGAGE,7.0,VENTURE,C,4800,13.06,0,0.13,Y,2,0.13332962973250742
21.0,24000.0,RENT,4.0,EDUCATION,B,3600,11.99,0,0.15,N,3,0.14999375026040582
26.0,24000.0,RENT,0.0,MEDICAL,D,3600,14.96,1,0.15,N,4,0.14999375026040582
23.0,24216.0,RENT,1.0,EDUCATION,D,3600,16.49,1,0.15,N,3,0.14865590287814345
21.0,24996.0,RENT,1.0,MEDICAL,D,3600,14.09,1,0.14,N,3,0.14401728207384887
21.0,26400.0,RENT,0.0,DEBTCONSOLIDATION,C,3600,14.27,0,0.14,Y,3,0.13635847127002765
26.0,30000.0,RENT,3.0,MEDICAL,D,3600,15.99,1,0.12,N,4,0.1199960001333289
23.0,30000.0,RENT,3.0,PERSONAL,A,3600,5.99,0,0.12,N,2,0.1199960001333289
24.0,30000.0,RENT,0.0,PERSONAL,A,3600,7.49,0,0.12,N,4,0.1199960001333289
22.0,30000.0,RENT,2.0,DEBTCONSOLIDATION,B,3600,10.99,0,0.12,N,3,0.1199960001333289
24.0,30000.0,RENT,1.0,VENTURE,A,3600,8.49,0,0.12,N,3,0.1199960001333289
22.0,36000.0,MORTGAGE,2.0,VENTURE,B,7750,9.99,0,0.22,N,4,0.21527179800561094
23.0,36000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,C,15800,13.72,0,0.44,Y,4,0.4388766978695036
23.0,30000.0,RENT,4.0,PERSONAL,C,3600,14.17,0,0.12,N,3,0.1199960001333289
23.0,30000.0,RENT,0.0,VENTURE,A,3600,6.17,0,0.12,N,2,0.1199960001333289
22.0,36000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1800,6.17,0,0.05,N,4,0.049998611149690286
24.0,36000.0,MORTGAGE,8.0,PERSONAL,A,4800,6.91,0,0.13,N,3,0.13332962973250742
22.0,30000.0,RENT,0.0,VENTURE,B,3600,12.21,0,0.12,N,3,0.1199960001333289
23.0,30000.0,RENT,7.0,EDUCATION,B,3600,9.7,0,0.12,N,3,0.1199960001333289
22.0,36000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,5.42,0,0.28,N,3,0.2777700619427238
22.0,31000.0,RENT,4.0,VENTURE,B,3600,12.69,0,0.12,N,3,0.1161252862810877
23.0,36000.0,OWN,1.0,VENTURE,A,1800,6.54,0,0.05,N,4,0.049998611149690286
25.0,31200.0,RENT,0.0,DEBTCONSOLIDATION,A,3600,8.9,0,0.12,N,2,0.11538091727829236
23.0,36000.0,OWN,1.0,MEDICAL,C,14600,12.61,0,0.41,Y,2,0.40554429043637674
23.0,36000.0,OWN,7.0,EDUCATION,B,6000,8.88,0,0.17,N,2,0.1666620371656343
25.0,31800.0,RENT,2.0,PERSONAL,A,3600,7.51,0,0.11,N,3,0.11320398729599698
24.0,32000.0,RENT,9.0,MEDICAL,A,3600,7.49,0,0.11,N,3,0.11249648448485985
23.0,32000.0,RENT,6.0,PERSONAL,A,3600,9.63,0,0.11,N,3,0.11249648448485985
25.0,33000.0,RENT,4.0,MEDICAL,B,3600,10.0,1,0.11,N,3,0.1090876034059574
22.0,35000.0,RENT,0.0,PERSONAL,B,3600,11.83,0,0.1,N,3,0.10285420416559526
22.0,36000.0,MORTGAGE,2.0,PERSONAL,A,12000,7.51,0,0.33,N,4,0.3333240743312686
25.0,36000.0,RENT,2.0,EDUCATION,C,3600,15.23,0,0.1,N,4,0.09999722229938057
22.0,36000.0,RENT,2.0,EDUCATION,C,3600,12.99,0,0.1,N,2,0.09999722229938057
25.0,36000.0,MORTGAGE,5.0,PERSONAL,A,6000,7.88,0,0.17,N,4,0.1666620371656343
22.0,36000.0,RENT,3.0,PERSONAL,A,3600,5.99,0,0.1,N,2,0.09999722229938057
24.0,36000.0,RENT,1.0,DEBTCONSOLIDATION,A,3600,7.29,0,0.1,N,2,0.09999722229938057
26.0,36000.0,MORTGAGE,2.0,PERSONAL,B,10000,10.75,0,0.28,N,2,0.2777700619427238
23.0,30000.0,MORTGAGE,4.0,MEDICAL,D,4000,16.32,1,0.13,Y,4,0.1333288890370321
22.0,37008.0,RENT,2.0,EDUCATION,B,3600,12.42,0,0.1,N,4,0.09727363614255992
23.0,36000.0,OWN,4.0,VENTURE,A,18000,7.88,0,0.5,N,2,0.49998611149690286
22.0,38400.0,RENT,6.0,DEBTCONSOLIDATION,B,3600,12.69,0,0.09,N,3,0.09374755865732663
23.0,38400.0,RENT,7.0,DEBTCONSOLIDATION,C,3600,13.61,0,0.09,N,3,0.09374755865732663
24.0,36000.0,MORTGAGE,8.0,VENTURE,A,3250,6.39,0,0.09,N,2,0.09027527013138524
24.0,36000.0,MORTGAGE,3.0,MEDICAL,C,8000,13.61,0,0.22,N,2,0.22221604955417906
22.0,36000.0,OWN,6.0,EDUCATION,D,12000,15.21,0,0.33,Y,3,0.3333240743312686
22.0,36000.0,MORTGAGE,6.0,PERSONAL,D,1400,14.84,0,0.04,Y,4,0.038887808671981335
26.0,36000.0,MORTGAGE,6.0,PERSONAL,A,4000,6.76,0,0.11,N,3,0.11110802477708953
25.0,33772.0,RENT,3.0,HOMEIMPROVEMENT,D,3600,16.02,1,0.11,Y,2,0.10659402481272022
23.0,40000.0,RENT,3.0,DEBTCONSOLIDATION,C,3600,15.96,0,0.09,Y,4,0.08999775005624859
22.0,36000.0,MORTGAGE,0.0,MEDICAL,A,4500,7.51,0,0.13,N,2,0.12499652787422572
24.0,40000.0,RENT,1.0,MEDICAL,C,3600,13.49,0,0.09,N,3,0.08999775005624859
25.0,36000.0,MORTGAGE,5.0,VENTURE,E,4800,17.93,0,0.13,N,3,0.13332962973250742
21.0,40000.0,RENT,5.0,MEDICAL,A,3600,5.42,0,0.09,N,4,0.08999775005624859
26.0,36000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,A,5400,7.51,0,0.15,N,4,0.14999583344907086
25.0,36000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,9000,7.14,0,0.25,N,4,0.24999305574845143
23.0,36000.0,MORTGAGE,3.0,VENTURE,B,4800,10.38,0,0.13,N,4,0.13332962973250742
24.0,40000.0,RENT,0.0,EDUCATION,B,3600,10.59,0,0.09,N,2,0.08999775005624859
23.0,36000.0,OWN,3.0,EDUCATION,A,8500,7.51,0,0.24,N,3,0.23610455265131525
22.0,40000.0,RENT,0.0,PERSONAL,A,3600,6.17,0,0.09,N,2,0.08999775005624859
24.0,40000.0,RENT,2.0,DEBTCONSOLIDATION,B,3600,11.12,0,0.09,N,3,0.08999775005624859
22.0,36000.0,MORTGAGE,6.0,VENTURE,A,7500,7.14,0,0.21,N,3,0.20832754645704285
22.0,36000.0,MORTGAGE,1.0,EDUCATION,A,6000,7.51,0,0.17,N,4,0.1666620371656343
22.0,42000.0,RENT,0.0,VENTURE,C,3600,14.72,0,0.09,Y,4,0.08571224494654889
23.0,36000.0,OWN,2.0,VENTURE,B,15000,11.36,0,0.42,N,4,0.4166550929140857
23.0,37000.0,RENT,7.0,EDUCATION,A,11000,6.62,0,0.3,N,3,0.29728926245236614
24.0,37950.0,RENT,8.0,EDUCATION,B,11000,11.86,0,0.29,N,2,0.2898474348502016
24.0,36000.0,MORTGAGE,4.0,VENTURE,D,2000,14.96,0,0.06,N,2,0.055554012388544766
26.0,36000.0,OWN,4.0,PERSONAL,B,15000,10.25,0,0.42,N,2,0.4166550929140857
22.0,39500.0,RENT,3.0,DEBTCONSOLIDATION,C,11000,12.68,0,0.28,Y,2,0.278473962684489
23.0,39520.0,RENT,8.0,PERSONAL,A,11000,5.42,0,0.28,N,2,0.27833303813162624
22.0,39996.0,RENT,3.0,PERSONAL,A,11000,5.79,0,0.28,N,2,0.275020626546991
22.0,34000.0,RENT,2.0,HOMEIMPROVEMENT,D,11000,15.99,1,0.32,N,3,0.3235198964736331
22.0,41000.0,RENT,2.0,DEBTCONSOLIDATION,B,11000,12.18,0,0.27,N,4,0.2682861393624546
24.0,41280.0,RENT,3.0,VENTURE,D,11000,15.28,0,0.27,N,3,0.2664664131198372
26.0,36000.0,MORTGAGE,10.0,PERSONAL,B,10000,9.88,0,0.28,N,3,0.2777700619427238
25.0,36000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,C,7000,12.73,0,0.19,Y,2,0.19443904335990667
23.0,36000.0,MORTGAGE,4.0,EDUCATION,A,10000,7.14,0,0.28,N,3,0.2777700619427238
21.0,41808.0,RENT,5.0,EDUCATION,E,11000,17.19,0,0.26,Y,3,0.2631012461431749
22.0,42000.0,RENT,3.0,PERSONAL,B,11000,11.71,0,0.26,N,2,0.26189852622556603
21.0,36000.0,RENT,3.0,HOMEIMPROVEMENT,B,11000,10.37,1,0.31,N,4,0.30554706813699617
23.0,36000.0,RENT,0.0,VENTURE,C,11000,13.11,1,0.31,Y,3,0.30554706813699617
21.0,36000.0,OWN,5.0,EDUCATION,C,8800,13.85,0,0.24,N,2,0.24443765450959695
24.0,30000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,C,10000,14.22,1,0.33,Y,3,0.33332222259258026
24.0,43000.0,RENT,9.0,EDUCATION,A,11000,8.94,0,0.26,N,3,0.25580800446501245
25.0,44975.0,RENT,2.0,MEDICAL,A,11000,6.99,0,0.24,N,4,0.24457488438278194
26.0,45000.0,RENT,3.0,DEBTCONSOLIDATION,A,11000,6.99,0,0.24,N,2,0.24443901246638963
25.0,45000.0,RENT,2.0,DEBTCONSOLIDATION,B,11000,9.25,0,0.24,N,2,0.24443901246638963
23.0,36000.0,OWN,2.0,VENTURE,C,5000,12.87,0,0.14,Y,3,0.1388850309713619
25.0,36000.0,MORTGAGE,0.0,MEDICAL,C,5400,14.26,0,0.15,N,3,0.14999583344907086
22.0,45000.0,RENT,6.0,MEDICAL,B,11000,9.88,0,0.24,N,2,0.24443901246638963
26.0,45000.0,RENT,10.0,PERSONAL,D,11000,14.61,0,0.24,N,2,0.24443901246638963
22.0,36000.0,OWN,4.0,EDUCATION,D,5000,14.61,0,0.14,N,2,0.1388850309713619
22.0,45504.0,RENT,2.0,DEBTCONSOLIDATION,B,11000,10.99,0,0.24,N,2,0.24173167783760027
22.0,46000.0,RENT,3.0,EDUCATION,B,11000,10.59,0,0.24,N,3,0.23912523640790417
24.0,36000.0,MORTGAGE,3.0,PERSONAL,B,4750,11.83,0,0.13,N,3,0.1319407794227938
22.0,46000.0,RENT,4.0,PERSONAL,A,11000,7.49,0,0.24,N,4,0.23912523640790417
24.0,47160.0,RENT,5.0,VENTURE,B,11000,11.14,0,0.23,N,4,0.2332435698988571
25.0,48000.0,RENT,8.0,MEDICAL,A,11000,7.51,0,0.23,N,4,0.22916189246057375
23.0,30000.0,MORTGAGE,4.0,VENTURE,D,9500,15.31,1,0.32,N,2,0.31665611146295125
22.0,48000.0,RENT,2.0,EDUCATION,B,11000,10.75,0,0.23,N,4,0.22916189246057375
25.0,48996.0,RENT,9.0,EDUCATION,A,11000,7.88,0,0.22,N,2,0.22450354103312448
24.0,49278.0,RENT,4.0,VENTURE,C,11000,13.22,0,0.22,N,2,0.22321881531686927
22.0,50000.0,RENT,6.0,EDUCATION,C,11000,13.49,0,0.22,Y,4,0.21999560008799823
23.0,36000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,C,3000,13.22,0,0.08,N,4,0.08333101858281715
21.0,50000.0,RENT,4.0,EDUCATION,B,11000,10.0,0,0.22,N,3,0.21999560008799823
25.0,50000.0,RENT,0.0,EDUCATION,B,11000,12.53,0,0.22,N,2,0.21999560008799823
26.0,44000.0,RENT,4.0,DEBTCONSOLIDATION,D,11000,15.31,1,0.25,N,2,0.24999431831094748
22.0,50985.0,RENT,4.0,EDUCATION,C,11000,13.11,0,0.22,N,2,0.2157454987643667
22.0,36000.0,MORTGAGE,3.0,MEDICAL,B,6000,12.53,0,0.17,N,2,0.1666620371656343
26.0,36000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6350,8.94,0,0.18,N,4,0.17638398933362961
26.0,46000.0,RENT,3.0,MEDICAL,D,11000,16.29,1,0.24,Y,3,0.23912523640790417
21.0,52769.0,RENT,5.0,EDUCATION,B,11000,10.37,0,0.21,N,4,0.20845177184006064
26.0,53004.0,RENT,10.0,HOMEIMPROVEMENT,A,11000,5.79,0,0.21,N,4,0.20752759173662863
23.0,30000.0,MORTGAGE,7.0,MEDICAL,C,10000,13.79,1,0.33,N,2,0.33332222259258026
23.0,30000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,1000,9.32,1,0.03,N,4,0.033332222259258026
23.0,56000.0,RENT,3.0,DEBTCONSOLIDATION,A,11000,7.49,0,0.2,N,4,0.19642506383814576
21.0,36000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8000,9.32,0,0.22,N,3,0.22221604955417906
26.0,58195.0,RENT,3.0,PERSONAL,B,11000,9.91,0,0.19,N,2,0.18901642724585882
22.0,59000.0,RENT,2.0,EDUCATION,B,11000,10.74,0,0.19,N,2,0.18643751800816935
24.0,36000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,A,6400,9.38,0,0.18,N,4,0.17777283964334323
23.0,60000.0,RENT,1.0,EDUCATION,C,11000,14.22,0,0.18,N,4,0.18333027782870284
22.0,36000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000,8.32,0,0.28,N,3,0.2777700619427238
24.0,65000.0,RENT,5.0,HOMEIMPROVEMENT,A,11000,7.51,0,0.17,N,4,0.16922816572052737
26.0,36000.0,MORTGAGE,10.0,PERSONAL,B,18000,10.39,0,0.5,N,2,0.49998611149690286
26.0,36000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,C,6000,12.29,0,0.17,Y,4,0.1666620371656343
24.0,36000.0,MORTGAGE,3.0,EDUCATION,B,8000,9.83,0,0.22,N,3,0.22221604955417906
